Name of MB,Type of MB,Types of contaminants,CAS,SMILES,Compound Mw (g/mol),Compound size (nm),Compound stokes radius rs (nm),Compound charge,Compound log K ow,Density (g·cm-3),Diffusion coefficient (cm2·s-1),pKa1,pKa2,log D (pH=5.5),log D (pH=7.4),WS (mg/L),MinPartialCharge,MaxPartialCharge,Surface tension γs (dyne·cm-1),Min projection (Å),Max projection (Å),Total charge,E,S,A,B,V,MB MWCO (Da),MB pore radius rp (nm),rs/rp,ΦS,ΦD,∆Gs-m (J·m-2),MB contact angle (°),"MB surface energy, γm (J·m-2)",MB zeta potential (mV),"MB surface charge density , σm (mC·m-2)","MB volume charge density, δm (mol·m-3)",RMS roughness (nm),Pressure (kPa),Measurement time (min),Initial concentration of compound (mg/L),pH,Reference,RD_MW,RD_LogP,RD_TPSA,RD_HBA,RD_HBD,RD_Rings,RD_RotBonds,RD_FracCSP3,Removal rate (%),zone
BW440,RO,Chloroform,67-66-3,ClC(Cl)Cl,119.37,0.31092121188494,0.295384038051277,0.0,1.825,1.4835,3.08729386157617e-09,,1.12,1.97,1.97,7950.0,-0.0874115277790443,0.180106635477796,28.9,3.04,3.18,0.0,0.43,0.49,0.15,0.02,0.6167,100.0,0.217648387362773,1.35716162031072,0.127564423022979,1.0,-0.306179644311633,56.8,48.9546851232856,-5.0,-0.365496311621541,-17.4046881183979,,620.0,10.0,0.1,8.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,119.37800000000001,1.9864,0.0,0,0,0,0,1.0,4.0,low
LE440,RO,Carbontetrachloride,56-23-5,ClC(Cl)(Cl)Cl,153.81,0.31699842270901,0.332370614386237,0.0,2.997,1.59,2.59751014271211e-09,,0.3,2.83,2.83,793.0,,0.265685211287535,35.2,3.16,3.18,0.0,0.46,0.38,0.0,0.0,0.7391,100.0,0.217648387362773,1.52709890669783,0.277833257442048,1.0,-0.496935028211141,41.5,40.5036427917544,-18.37,-1.36945788996213,-65.2126620931552,,510.0,1431.6,0.1,8.0,Rejection of trace organic compounds by high-pressure membranes,153.823,2.5529,0.0,0,0,0,0,1.0,77.26,low
BW30,RO,Acetaminophen,103-90-2,CC(=O)NC1=CC=C(O)C=C1,151.165,0.444840420825266,0.329698226496231,0.0,0.907,1.293,3.25613433569989e-09,9.5,,0.49,0.49,14000.0,-0.507964315792578,0.220747436312425,52.8,3.49,5.67,0.0,1.12,1.63,1.01,0.91,1.1724,100.0,0.217648387362773,1.51482044269272,0.265040088214328,1.0,-1.14683171565067,59.8,50.8239585708829,-16.26,-1.20662429949634,-57.4586362189063,68.3,3000.0,10.0,0.5,4.0,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water,151.165,1.3505999999999998,49.33,2,2,1,1,0.125,92.69,high
NF200,NF,Acetic acid,64-19-7,CC(=O)O,60.052,0.299874973947477,0.214549095169274,-0.9662,-0.223,1.0446,3.96016849988337e-09,4.76,,-0.88,0.29,1000000.0,-0.481433475172105,0.299684553158214,31.9,2.75,3.27,19.8071,0.27,0.64,0.62,0.44,0.4648,300.0,0.40133958063462,0.534582447188532,0.216613498465016,0.462455745173594,-0.360805863125418,30.3,35.7017071660267,-20.5,-1.53617815656346,-39.6705565430239,5.2,448.159,10.0,12.5,6.0,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,60.05200000000001,0.09089999999999993,37.3,1,1,0,0,0.5,49.73,low
TS80,NF,Diethylstilbesterol,56-53-1,CC/C(C1=CC=C(O)C=C1)=C(/CC)C1=CC=C(O)C=C1,268.356,0.582237065120386,0.430647810583251,0.0,5.194,1.1,1.6301362033487e-09,10.18,,5.07,5.07,12.0,-0.507966248013598,0.115118034495331,40.0,4.52,7.5,0.0,1.71,1.73,1.0,0.85,2.244,200.0,0.320205775712734,1.3449095651841,0.118962608155485,1.0,-0.716209845382143,56.6,48.8322519228077,-32.7,-2.55095244685132,-82.5680260382328,89.1,1034.21,1440.0,0.00106,7.0,The rejection of endocrine disrupting and pharmaceutically active compounds by NF and RO membranes as a function of compound and water matrix properties,268.35599999999994,4.828600000000004,40.46,2,2,2,4,0.2222222222222222,75.4,low
TS80,NF,Bisphenol A,80-05-7,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,228.291,0.50456515932038,0.399430002538968,0.0,4.045,1.195,1.62370988297606e-09,9.6,,3.32,3.32,300.0,-0.507966636216091,0.115095934665927,46.0,4.53,5.62,0.0,1.61,1.49,1.01,0.91,1.8643,200.0,0.320205775712734,1.24741660780444,0.0612149778174561,1.0,-0.914253382100706,56.6,48.8322519228077,-32.7,-2.55095244685132,-82.5680260382328,89.1,1034.21,1440.0,0.00207,7.0,The rejection of endocrine disrupting and pharmaceutically active compounds by NF and RO membranes as a function of compound and water matrix properties,228.291,3.423700000000002,40.46,2,2,2,2,0.2,25.6,low
XLE,RO,Dexamethasone,50-02-2,C[C@@H]1CC2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.467,0.60091430337445,0.51399155556112,0.0,1.682,1.32,1.38973749748739e-09,12.13,,1.83,1.83,89.0,-0.389712415855976,0.189906192226869,56.5,4.86,7.43,0.0,2.04,3.51,0.71,1.92,2.9132,96.0,0.212755369932112,2.41588052853909,2.00471767109613,1.0,-1.07171203168382,65.0,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,1000.0,1440.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,392.4670000000002,1.8957000000000002,94.83,5,3,4,2,0.7272727272727273,99.6,high
NF200,NF,17beta-Estradiol,50-28-2,C[C@]12CC[C@@H]3C4=CC=C(O)C=C4CC[C@H]3C1CC[C@@H]2O,272.4,0.541719484604348,0.433656026207809,0.0,3.746,,,10.46,,4.01,4.01,3.6,-0.507956032195299,0.11537061826422,48.9,4.02,7.3,0.0,1.8,1.77,0.86,1.1,2.1988,300.0,0.40133958063462,1.08052145149025,0.00648370415009667,1.0,-0.856461684399132,30.3,35.7017071660267,-20.5,-1.53617815656346,-39.6705565430239,5.2,483.0,10.0,0.005,7.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse,272.3879999999999,3.6092000000000026,40.46,2,2,4,0,0.6666666666666666,80.0,low
NF270,NF,Triclosan,3380-34-5,OC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl,289.54,0.522623191219066,0.446148223995723,-0.676,4.982,1.55,7.35106530218672e-06,7.9,,5.27,5.13,12.0,-0.504203131684532,0.168713901663033,51.7,4.17,6.55,28.8652,1.73,1.55,0.47,0.45,1.8088,340.0,0.430317700421346,1.03678799073075,0.00135335626200575,0.325013556840782,-1.02572211067725,73.16,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,690.0,10.0,0.8,8.0,Elucidating the Rejection Mechanisms of PPCPs by Nanoﬁltration and Reverse Osmosis Membranes ,289.54499999999996,5.144700000000002,29.46,2,1,2,2,0.0,38.0,low
NF90,NF,Phenacetine,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,179.219,0.487903679018718,0.356882240509115,0.0,1.41,1.21,8.44931878691915e-06,14.57,2.4,1.58,1.58,766.0,-0.49388743379012,0.220747436318834,39.0,3.45,6.9,0.0,0.94,1.48,0.48,0.86,1.4542,118.0,0.23866774606206,1.49530988747979,0.245331884635242,1.0,-0.588277974139532,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,276.0,10.0,0.005,7.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse,179.219,2.0437,38.33,2,1,1,3,0.3,72.0,low
NF270,NF,perﬂuorohexanoate,307-24-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.047,0.455792716045353,0.462654385075525,-1.0,3.712,,,-0.16,,2.48,2.48,1000.0,-0.254939806228499,0.34831623179593,17.4,3.69,5.63,42.7,-0.640999999999999,0.272999999999999,0.827,0.641,1.2446,340.0,0.430317700421346,1.07514607143168,0.00564693205161516,0.189653457263089,0.20248838003123,14.4,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,250.0,90.0,100.0,7.1,Selection of High Flux Membrane for the Eﬀective Removal of ShortChain Perﬂuorocarboxylic Acids,314.04999999999995,3.1745,37.3,1,1,0,4,0.8333333333333334,95.63,high
BW30,RO,perﬂuorohexanoate,307-24-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.047,0.455792716045353,0.462654385075525,-1.0,3.712,,,-0.16,,2.48,2.48,1000.0,-0.254939806228499,0.34831623179593,17.4,3.69,5.63,16.26,-0.640999999999999,0.272999999999999,0.827,0.641,1.2446,100.0,0.217648387362773,2.12569636137197,1.26719229800609,0.53094576915775,0.198367238319923,43.7,41.5941623789302,-16.26,-1.20662429949634,-57.4586362189063,68.3,1000.0,90.0,100.0,7.1,Selection of High Flux Membrane for the Eﬀective Removal of ShortChain Perﬂuorocarboxylic Acids,314.04999999999995,3.1745,37.3,1,1,0,4,0.8333333333333334,99.3,high
NF70,NF,Benzonitrile,100-47-0,N#CC1=CC=CC=C1,103.124,0.392596484956246,0.275941885663224,0.0,1.829,1.01,2.66364344742287e-09,14.0,,1.56,1.56,2000.0,-0.192437051434374,0.0991088368244062,41.0,3.41,4.52,0.0,0.74,1.11,0.0,0.33,0.8711,350.0,0.43732202896936,0.630980987428276,0.13617503163941,1.0,-0.738288686618066,54.1,47.3260782783959,-25.0,-1.89743927061638,-44.9681717271164,,1500.0,10.0,0.460401786,7.0,"Influence of molecular size, polarity and charge on the retention of organic molecules by nanofiltration",103.12399999999997,1.5582799999999999,23.79,1,0,1,0,0.0,40.1,low
TS80,NF,Metobromuron,3060-89-7,CON(C)C(=O)NC1=CC=C(Br)C=C1,259.103,0.519008670447807,0.423672303715892,0.0,2.245,1.534,7.80895022486179e-06,12.8,,2.38,2.38,8.8,-0.306064083813401,0.344981514702234,48.9,4.1,6.57,0.0,1.39,1.62,0.36,0.81,1.5881,200.0,0.320205775712734,1.32312511469493,0.104409839746612,1.0,-0.951564619328293,48.0,43.8532610584624,-32.7,-2.55095244685132,-82.5680260382328,89.1,500.0,10.0,0.002,7.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,259.10299999999995,2.4742000000000006,41.57,2,1,1,2,0.2222222222222222,78.4,low
NE90,NF,Carbontetrabromide,558-13-4,BrC(Br)(Br)Br,331.627,0.339490795162402,0.47523722923939,0.0,3.597,3.42,3.93283217942075e-09,,0.01,3.42,3.42,200.0,-0.0471332156063139,0.188532862425255,63.0,3.37,3.42,0.0,1.19,0.94,0.0,0.0,0.9495,200.0,0.320205775712734,1.48416195236197,0.234412796114955,1.0,-1.37023032726524,51.7,45.9242057069619,-21.82,-1.64080427396717,-53.1087791086764,,240.0,10.0,0.1,8.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,331.62699999999995,3.1773000000000002,0.0,0,0,0,0,1.0,70.0,low
XLE440,RO,Bromoform,75-25-2,CCC(CC)OC(=O)C(CC)CC,252.731,0.334415908712489,0.418790935691861,0.0,2.276,2.8899,4.08160650555954e-09,14.98,,2.4,2.4,3100.0,-0.0637169051263124,0.124221039142941,49.8,3.27,3.42,0.0,0.97,0.68,0.15,0.06,0.7745,150.0,0.272796180254854,1.53517888447197,0.286416438384662,1.0,-0.929170785792084,39.8,39.6926265040454,-15.3,-1.13322875469847,-43.054445595267,,410.0,1414.14,0.1,8.0,Rejection of trace organic compounds by high-pressure membranes,186.29499999999996,3.1544000000000016,26.3,2,0,0,6,0.9090909090909091,41.8,low
LFC1,RO,Lidocaine,137-58-6,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,234.343,0.551747224732486,0.404323620980251,0.8504,2.843,1.026,1.51542649437628e-09,14.23,7.928,2.44,2.44,410.0,-0.324484604945174,0.238066131875597,39.1,4.51,6.75,-2.72128,1.11,1.51,0.07,1.24,2.0589,100.0,0.217648387362773,1.85769178388779,0.735635196148619,1.11177195025968,-0.781666716466733,78.0,63.2093581922946,-3.2,-0.233699904741334,-11.1286320162211,34.5,1000.0,480.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,234.343,2.5837400000000006,32.34,2,1,1,5,0.5,100.0,high
LFC1,RO,Procaine,59-46-1,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.315,0.588662891645125,0.405903546582652,0.9892,1.88,1.17,7.01451498347953e-06,,9.04,1.0,0.29,9450.0,-0.460732266199762,0.337667199807612,,4.31,8.04,-3.16544,1.15,1.34,0.26,1.44,1.9767,100.0,0.217648387362773,1.86495085721034,0.748139985388902,1.13116581940877,,78.0,63.2093581922946,-3.2,-0.233699904741334,-11.1286320162211,34.5,1000.0,480.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,236.315,1.7673999999999999,55.56,4,1,1,6,0.46153846153846156,99.4,high
NF270,NF,Sulfamethoxazole,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.28,0.563,0.419214077088797,-0.9857,0.56,1.4895,7.77752800030572e-06,1.6,5.7,0.56,-0.56,610.0,-0.398727717127508,0.262637665467286,70.9,5.4,5.88,42.08939,1.89,2.23,0.58,1.29,1.7244,340.0,0.430317700421346,0.974196684631665,0.000665811083997754,0.1942164113288,-1.52610573048289,29.8,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,500.0,360.0,0.001,8.0,Nanofiltration as tertiary treatment method for removing trace pharmaceutically active compounds in wastewater from wastewater treatment plants,253.28300000000002,1.3660199999999998,98.22,5,2,2,3,0.1,93.9,high
TS80,NF,Estrone,53-16-7,C[C@]12CC[C@@H]3C4=CC=C(O)C=C4CC[C@H]3C1CCC2=O,270.372,0.526205283135774,0.432150461890349,0.0,4.309,1.236,1.86897167404388e-09,10.25,,3.13,3.13,30.0,-0.507956032195299,0.138555679347761,46.0,4.06,6.82,0.0,1.73,2.05,0.5,1.08,2.1558,200.0,0.320205775712734,1.34960233283876,0.122221791126303,1.0,-0.865358333760621,48.0,43.8532610584624,-32.7,-2.55095244685132,-82.5680260382328,89.1,500.0,10.0,0.002,7.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,270.37199999999996,3.817400000000002,37.3,2,1,4,0,0.6111111111111112,90.0,high
NF270,NF,Gemfibrozil,25812-30-0,CC1=CC=C(C)C(OCCCC(C)(C)C(=O)O)=C1,250.338,0.60889818524939,0.416940768543284,-1.0,4.39,1.04,1.49975282743922e-09,4.5,,3.37,1.58,11.0,-0.493311560449535,0.30856399887904,37.9,4.99,7.43,42.7,0.81,1.41,0.55,0.8,2.1176,340.0,0.430317700421346,0.968913823751697,0.000966350353740558,0.189653457263089,-0.605065509403909,31.3,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,500.0,30.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,250.33799999999997,3.573240000000002,46.53,2,1,1,6,0.5333333333333333,94.142,high
SWC1,RO,Procaine,59-46-1,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.315,0.588662891645125,0.405903546582652,0.9892,1.88,1.17,7.01451498347953e-06,,9.04,1.0,0.29,9450.0,-0.460732266199762,0.337667199807612,,4.31,8.04,-30.26952,1.15,1.34,0.26,1.44,1.9767,100.0,0.217648387362773,1.86495085721034,0.748139985388902,3.24971287093995,,48.8,44.2914001982887,-30.6,-2.36766939804397,-112.746821596111,52.9,1000.0,10.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,236.315,1.7673999999999999,55.56,4,1,1,6,0.46153846153846156,100.0,high
NF270,NF,Xylose,41247-05-6,O=C[C@H](O)[C@@H](O)[C@H](O)CO,150.13,0.408492349989568,0.328645709828039,0.0,-2.302,1.525,1.07959861602983e-05,12.14,,-2.39,-2.39,1250000.0,-0.393578891696416,0.150754586206109,81.4,4.06,4.11,0.0,0.743999999999999,1.653,0.354,1.575,1.0636,340.0,0.430317700421346,0.763728076967891,0.0558244216132908,1.0,-1.77101267157299,73.16,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,689.476,10.0,0.1,3.5,Removal of haloacetic acids from swimming pool water by reverse osmosis and nanofiltration,150.12999999999997,-2.7397000000000005,97.99000000000001,5,4,0,4,0.8,53.625,low
NF270,NF,Sulfachloropyridazine,80-32-0,NC1=CC=C(S(=O)(=O)NC2=CC=C(Cl)N=N2)C=C1,284.72,0.557023338828814,0.442676151402513,-0.7174,0.853,1.6,7.56823810127886e-06,5.9,,0.54,-0.82,7000.0,-0.398727717127508,0.262595555078448,83.3,5.25,5.91,30.63298,2.24,3.04,0.71,1.36,1.8449,340.0,0.430317700421346,1.02871936471371,0.000824801909559094,0.303395442103157,-1.81360361694581,29.8,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,344.74,1440.0,0.00072,7.0,The rejection of endocrine disrupting and pharmaceutically active compounds by NF and RO membranes as a function of compound and water matrix properties,284.728,1.513,97.97,5,2,2,3,0.0,13.3,low
NF200,NF,"2,4-Dihydroxybenzoic acid",89-86-1,O=C(O)C1=CC=C(O)C=C1O,154.121,0.42578750568799,0.332683215319301,-1.0,1.674,1.559,3.70262761444497e-09,3.11,,-1.1,-1.41,5780.0,-0.507822480145235,0.338973937207279,84.2,3.59,5.05,20.5,1.14,1.16,1.06,0.56,1.0491,300.0,0.40133958063462,0.828931985211238,0.0292642656837681,0.450146137898121,-1.66110231837384,30.3,35.7017071660267,-20.5,-1.53617815656346,-39.6705565430239,5.2,448.159,10.0,1.6,6.0,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,154.12099999999998,0.7959999999999998,77.76,3,3,1,1,0.0,81.06,low
NF90,NF,Nalidixic acid,389-08-2,CCN1C=C(C(=O)O)C(=O)C2=CC=C(C)N=C21,232.239,0.572866476589441,0.402630082537906,-0.7816,0.786,1.331,7.65819896315191e-06,6.01,,1.27,1.0,100.0,-0.477497012873671,0.340724876931317,59.3,5.16,6.36,21.329864,1.63,1.86,0.01,1.16,1.6999,118.0,0.23866774606206,1.68698992294171,0.471955154223457,0.435833765435545,-1.13164995704068,37.0,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,500.0,30.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,232.23899999999998,1.4230200000000002,72.19,3,1,2,2,0.25,97.7824,high
UTC70,RO,Gemfibrozil,25812-30-0,CC1=CC=C(C)C(OCCCC(C)(C)C(=O)O)=C1,250.338,0.60889818524939,0.416940768543284,-1.0,4.39,1.04,1.49975282743922e-09,4.5,,3.37,1.58,11.0,-0.493311560449535,0.30856399887904,37.9,4.99,7.43,15.88,0.81,1.41,0.55,0.8,2.1176,65.0,0.171217516485414,2.43515253054615,2.05966278593302,0.538859825813535,-0.634419438363562,54.4,47.5044003738735,-15.88,-1.17752296418172,-71.2787200719548,66.1,300.0,10.0,10.0,7.0,Rejection of pharmaceuticals and personal care products (PPCPs) and endocrine disrupting chemicals (EDCs) by low pressure reverse osmosis membranes,250.33799999999997,3.573240000000002,46.53,2,1,1,6,0.5333333333333333,97.6049,high
BW30,RO,perﬂuorooctane sulfonate,1763-23-1,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499.12,0.527594541290943,0.574836841254657,-1.0,5.43,,,-1.27,,2.66,2.66,552.0,1.80316778090608,2.29741248029618,19.6,4.04,6.89,16.26,-0.692,1.161,0.003,0.996,1.8763,100.0,0.217648387362773,2.64112612190656,2.69329494800406,0.53094576915775,0.117973906792918,76.0,61.7818785666909,-16.26,-1.20662429949634,-57.4586362189063,68.3,1379.0,1484.66,10.0,4.0,Effect of Flux (Transmembrane Pressure) and Membrane Properties on Fouling and Rejection of Reverse Osmosis and Nanofiltration Membranes Treating Perfluorooctane Sulfonate Containing Wastewater,500.1259999999999,4.841100000000001,54.370000000000005,2,1,0,7,1.0,99.77,high
NF90,NF,Acetic acid,64-19-7,CC(=O)O,60.052,0.299874973947477,0.214549095169274,-1.0,-0.223,1.0446,3.96016849988337e-09,4.76,,-0.88,0.29,1000000.0,-0.481433475172105,0.299684553158214,31.9,2.75,3.27,27.29,0.27,0.64,0.62,0.44,0.4648,118.0,0.23866774606206,0.898944657203432,0.0102121823077319,0.345571130038132,-0.365431085776807,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,482.633,10.0,12.5,8.0,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,60.05200000000001,0.09089999999999993,37.3,1,1,0,0,0.5,81.85,low
XLE,RO,perﬂuorohexanoate,307-24-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.047,0.455792716045353,0.462654385075525,-1.0,3.712,,,-0.16,,2.48,2.48,1000.0,-0.254939806228499,0.34831623179593,17.4,3.69,5.63,33.0,-0.640999999999999,0.272999999999999,0.827,0.641,1.2446,96.0,0.212755369932112,2.17458382001429,1.37964715023936,0.27668379805783,0.187318554159386,67.2,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,2000.0,90.0,100.0,3.5,Selection of High Flux Membrane for the Eﬀective Removal of ShortChain Perﬂuorocarboxylic Acids,314.04999999999995,3.1745,37.3,1,1,0,4,0.8333333333333334,97.72,high
NF90,NF,Metronidazole,443-48-1,CC1=NC=C([N+](=O)[O-])N1CCO,171.156,0.471487009365051,0.349317784055634,0.0,-0.459,1.45,9.68203009160215e-06,2.38,15.42,0.05,0.05,9500.0,-0.392286934651749,0.342429702964761,60.4,4.68,4.75,0.0,1.12,1.79,0.37,1.04,1.1919,118.0,0.23866774606206,1.46361538087682,0.214939221385559,1.0,-1.15818837798992,59.8,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,280.0,10.0,0.053,7.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,171.15599999999998,0.09201999999999994,81.19,4,1,1,3,0.5,86.97,low
NF90,NF,Nonylphenol,25154-52-3,CC(C)CCCC(C)CC1=CC=C(O)C=C1,220.356,0.573316666424412,0.392907500335866,0.0,5.74,0.95,6.45565240960176e-06,10.25,,5.71,5.71,6.35,-0.507676127196191,0.118261864337035,35.6,3.64,9.03,0.0,0.806999999999999,0.773,0.546,0.463,2.04319999999999,118.0,0.23866774606206,1.64625303091311,0.417642979964381,1.0,-0.484346463391897,59.8,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,280.0,10.0,0.053,7.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,220.35600000000002,4.3971000000000044,20.23,1,1,1,6,0.6,95.85,high
TS80,NF,Pindolol,13523-86-9,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,248.326,0.578096012786803,0.415377844787991,0.9789,1.693,1.152,6.74588720597121e-06,,9.54,-1.2,-0.32,37.2,-0.49013514062367,0.128304210068856,47.5,4.45,7.51,-32.01003,1.7,1.59,0.3,1.4,2.009,200.0,0.320205775712734,1.29722158778497,0.0883406722454186,3.47757328178295,-0.910276576312953,48.0,43.8532610584624,-32.7,-2.55095244685132,-82.5680260382328,89.1,500.0,10.0,0.002,8.0,Influence of membrane fouling by (pretreated) surface water on rejection of pharmaceutically active compounds (PhACs) by nanofilltration membranes,248.32600000000002,1.9055999999999995,57.279999999999994,3,3,2,6,0.42857142857142855,81.04,low
NF270,NF,Sulfadiazine,68-35-9,NC1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=C1,250.28,0.526532050306532,0.416895808279041,-0.0091,0.387,1.52,7.92917942332583e-06,6.36,,-0.09,-0.09,77.0,-0.398727717127439,0.263723395488873,82.6,4.53,6.12,0.38857,2.08,2.55,0.65,1.37,1.7225,340.0,0.430317700421346,0.968809342192611,0.00097285713445764,0.984984605653916,-1.79796929441042,64.1,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,690.0,10.0,0.8,5.0,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes,250.28300000000004,0.8596000000000001,97.97,5,2,2,3,0.0,65.89,low
XLE,RO,Albendazole,54965-21-8,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1,265.33,0.578517934034892,0.428380970657443,0.0,3.205,1.3,2.89317708593853e-09,6.9,,2.74,3.1,22.8,-0.452571857172858,0.413189963378219,,3.69,9.07,0.0,1.97,1.96,0.65,1.08,1.9475,96.0,0.212755369932112,2.01349075604595,1.02716351259059,1.0,,59.59,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,1000.0,300.0,10.0,7.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR,265.33799999999997,3.2433000000000005,67.01,4,2,2,4,0.3333333333333333,55.0,low
NF90,NF,Chloramphenicol,56-75-7,O=C(N[C@H](CO)[C@H](O)C1=CC=C([N+](=O)[O-])C=C1)C(Cl)Cl,323.13,0.570039472317488,0.469530908405666,-0.02,0.879,1.547,2.3011796343491e-09,11.03,,1.1,1.1,48.5,-0.394123207552064,0.268945133024299,66.1,4.35,7.47,0.5458,1.85,1.91,0.68,1.72,2.0728,118.0,0.23866774606206,1.96729937812198,0.935668086915169,0.978973078678235,-1.291991048534,37.0,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,500.0,30.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,323.13199999999995,0.9089999999999998,112.70000000000002,5,3,1,6,0.36363636363636365,96.2762,high
NF90,NF,Ketoprofen,22071-15-4,CC(C(=O)O)C1=CC=CC(C(=O)C2=CC=CC=C2)=C1,254.285,0.536233158243688,0.419987411728928,-1.0,3.613,1.198,1.75052971974512e-09,3.98,,1.83,0.06,51.0,-0.48078849985138,0.310185738444393,49.7,4.37,6.58,27.29,1.65,2.26,0.55,0.89,1.9779,118.0,0.23866774606206,1.75971583365823,0.577168147911019,0.345571130038132,-0.888706505763433,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,276.0,10.0,0.005,7.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse,254.285,3.1057000000000015,54.37,2,1,2,4,0.125,95.0,high
TS80,NF,Antipyrine,60-80-0,CC1=CC(=O)N(C2=CC=CC=C2)N1C,188.23,0.493210908232979,0.365123837434925,0.0,1.219,1.19,2.16792790697337e-09,1.4,,0.72,0.72,51900.0,-0.285363178809569,0.271112714604177,42.7,4.13,5.89,0.0,1.3,1.83,0.0,1.37,1.4846,200.0,0.320205775712734,1.1402787367661,0.0196781239886928,1.0,-0.763885301397397,48.0,43.8532610584624,-32.7,-2.55095244685132,-82.5680260382328,89.1,500.0,10.0,0.002,7.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,188.23000000000002,1.4844199999999999,26.93,1,0,2,1,0.18181818181818182,85.2,low
